Date,AAPL,AMZN,FB,GOOG,MSFT
2016-04-06,106.55972299999999,602.080017,113.709999,745.6900019999999,52.378792
2016-04-07,104.23569499999999,591.429993,113.639999,740.280029,51.751616999999996
2016-04-08,104.350922,594.599976,110.629997,739.150024,51.713608
2016-04-11,104.69664,595.929993,108.989998,736.099976,51.609081
2016-04-12,106.06033300000001,603.169983,110.610001,743.090027,51.932171000000004
2016-04-13,107.596893,614.820007,110.510002,751.719971,52.597363
2016-04-14,107.65451000000002,620.75,110.839996,753.200012,52.606861
2016-04-15,105.49373600000001,625.8900150000001,109.639999,759.0,52.882445999999995
2016-04-18,103.217735,635.349976,110.449997,766.6099849999999,53.652161
2016-04-19,102.67031899999999,627.900024,112.290001,753.929993,53.585636
2016-04-20,102.881599,632.98999,112.41999799999999,752.669983,52.825428
2016-04-21,101.767609,631.0,113.440002,759.1400150000001,53.005974
2016-04-22,101.489113,620.5,110.559998,718.77002,49.204899
2016-04-25,100.912903,626.200012,110.099998,723.150024,49.51849
2016-04-26,100.211845,616.880005,108.760002,708.1400150000001,48.881813
2016-04-27,93.94079599999999,606.570007,108.889999,705.840027,48.406677
2016-04-28,91.06938199999999,602.0,116.730003,691.02002,47.418392
2016-04-29,90.022591,659.590027,117.58000200000001,693.01001,47.389889000000004
2016-05-02,89.926582,683.849976,118.57,698.210022,48.093086
2016-05-03,91.405487,671.320007,117.43,692.3599849999999,47.304363
2016-05-04,90.45476500000001,670.900024,118.059998,695.700012,47.389889000000004
2016-05-05,90.087601,659.090027,117.809998,701.429993,47.456409
2016-05-06,89.58519,673.950012,119.489998,711.119995,47.884021999999995
2016-05-09,89.652824,679.75,119.239998,712.900024,47.579945
2016-05-10,90.261513,703.070007,120.5,723.179993,48.4827
2016-05-11,89.382286,713.22998,119.519997,715.289978,48.511208
2016-05-12,87.285637,717.929993,120.279999,713.3099980000001,48.94833
2016-05-13,87.459572,709.919983,119.809998,710.830017,48.539715
2016-05-16,90.705963,710.659973,118.66999799999999,716.48999,49.252419
